return_1d_past,return_2d_past,return_3d_past,return_4d_past,return_5d_past,return_6d_past,return_7d_past,return_10d_past,return_20d_past,return_30d_past,return_120d_past,return_480d_past,KAMA_10,SMA_20,HLC3,TEMA_20,EMA_20,HMA_20,FWMA_10,ATR_14,BBL_20,OBV,PVT,gold_return,sample_index
-0.017076528,-0.013613123,-0.032979343,-0.043618605,0.012211724,0.044343162,0.036080845,-0.013551921,0.02726508,-0.00032716253,-0.041429777,-0.052379057,0.110211134,0.008040452,0.0010329507,-0.0022088853,0.014306983,-0.0073877242,0.009229649,-0.06590536,-0.043356027,0.03409244,0.037410617,0.015712596,33
-0.029683078,-0.010193394,-0.04895862,-0.04773122,3.972031e-05,0.023560395,0.03815889,-0.04462897,-0.025273886,-0.03141242,-0.03997028,-0.0742502,0.09936362,0.0039333613,-0.0022286156,-0.0017416053,0.014688665,-0.005995504,0.009407604,-0.07363163,-0.06451662,0.028934656,0.039173387,-0.044398267,34
-0.0014077565,-0.018499628,-0.022097206,-0.034118548,0.026585903,0.0024580243,0.054923385,-0.04244159,-0.026922757,0.021062817,-0.031635523,-0.046514556,0.103077486,0.0070042866,-0.0024258597,-0.004463184,0.017351665,-0.0102883605,0.007361065,-0.06991407,-0.047234416,0.017891407,0.041362923,0.019573608,35
-0.039783895,0.009324414,-0.044774946,0.004125328,-0.030211143,0.001400418,0.071521,-0.029152196,-0.027710943,0.042479847,-0.029411156,-0.036805212,0.12627397,0.011501558,0.0021313846,-0.0035329612,0.018757328,-0.011661929,0.009250445,-0.04445001,-0.05050685,0.028587587,0.04370175,0.038583927,36
0.012002522,-0.034022193,-0.036523823,0.025574401,-0.013711889,0.012218126,0.05563589,0.050317537,-0.005828919,0.041064385,-0.024686377,-0.029617406,0.15224549,0.0032152645,0.00075328536,-0.008384617,0.015380829,-0.015228255,0.0076931766,-0.043693617,-0.04853161,0.03413949,0.036293834,0.0015442764,37
0.0055770758,-0.013670696,-0.0050076735,0.021428779,-0.005869581,-0.00423275,0.045350563,-0.007330182,-0.009559818,0.038232878,-0.01331643,-0.022550788,0.12789342,0.003551225,-0.00088542094,-0.0028226948,0.016659752,-0.009624753,0.009292017,-0.06123621,-0.039928623,0.020196348,0.036490373,0.02424123,38
6.68766e-05,-0.009593242,-0.02625082,-0.00869298,0.019492988,-0.0026634992,-0.089977086,-0.021538585,0.014660717,0.033988442,-0.015974868,-0.048227023,0.04091372,0.005600099,0.007698678,-0.008506492,0.016078942,-0.0112651605,0.010793467,-0.052270744,-0.04215184,0.017974399,0.032408707,0.011860839,39
0.0032789507,-0.031603057,-0.060363278,-0.02704397,-0.025361534,-0.010735673,-0.0838813,-0.041687533,-0.00992417,-0.022656756,-0.02517194,-0.057177834,0.039436564,0.0050485022,0.0033924521,-0.008775365,0.018837165,-0.0124911815,0.011053487,-0.0608457,-0.044910382,0.0070487997,0.03215895,0.0051553496,40
0.014948987,0.026348306,-0.09578361,0.02310415,-0.0038224005,0.008553235,-0.022504363,0.047863938,0.03853683,0.05093947,-0.012029894,-0.041350238,0.038617104,0.005258776,0.0064449264,-0.009393021,0.014944469,-0.012431416,0.010784173,-0.042165413,-0.040749505,0.021607485,0.028072763,0.006452465,41
0.009302843,0.028878888,-0.060788408,0.025748938,0.0077086245,0.015046936,-0.026735933,0.047501653,0.027703078,0.06945407,-0.003573363,-0.03171052,0.037422594,0.008222088,0.0031958823,0.00077082386,0.019148612,-0.011053961,0.011705647,0.11195553,-0.038412686,0.030895144,0.031515237,0.015540755,42
-0.0024866823,-0.013933556,0.01422289,0.0067724814,-0.0028529414,-0.01037533,-0.07963654,0.05032305,0.023169223,0.045343775,-0.025114192,-0.047132403,0.038739532,0.0034402385,0.005273082,-0.0062337047,0.013260964,-0.011595845,0.011260388,-0.037996735,-0.04410816,0.015637234,0.030908361,-0.001411997,43
0.050640628,-0.013517148,-0.010574808,0.014546644,-0.005211131,-0.0044580987,-0.06796633,0.055027,0.014894553,0.056092925,-0.022964358,-0.057804566,0.040571555,0.0033013527,0.0053161355,-0.0109042665,0.013760154,-0.012965145,0.011371389,-0.052074283,-0.040590897,0.017369468,0.03088687,0.007045079,44
-0.006082196,-0.045580413,-0.026330914,-0.019193107,-0.009507847,-0.008560125,-0.06678598,0.05656007,-0.019656185,0.0350811,-0.027835775,-0.11364309,0.036716804,0.0062512755,0.0029622489,-0.012455244,0.01602233,-0.015043462,0.010542436,-0.044921137,-0.052113123,0.01578643,0.02910146,-0.0076589617,45
0.0004296621,-0.007736387,-0.059941262,0.007590102,0.0047708247,0.006452777,-0.026696857,0.06720731,0.0005185948,0.052911974,-0.0046722325,-0.07224126,0.041332174,0.014495134,0.010746986,-0.0012781294,0.019127605,-0.011264849,0.01415103,-0.025414845,-0.030075373,0.049014784,0.041204978,-0.07686395,46
-0.041658122,-0.023960048,-0.040637255,0.0045996653,0.0053787027,0.012838852,-0.03257773,0.02484238,-0.0073018386,0.025127705,-0.02825655,-0.10338637,0.03644927,0.005152953,0.004043085,-0.0053729475,0.014734654,-0.016887086,0.00852608,-0.013420504,-0.03553269,0.028830867,0.028928107,0.019286016,47
-0.017753538,0.012431847,-0.109371796,0.021180812,-0.005294172,-0.005980369,-0.040788323,0.006017477,-0.03186152,-0.0014868558,-0.027040597,-0.050733037,0.029447634,0.0009851288,-0.0002609046,-0.007992101,0.0151741365,-0.01771396,0.009355063,-0.06559451,-0.050946303,-0.0045492304,0.018422095,-0.0034370797,48
0.043884154,0.01441771,0.04563845,-0.0053020497,-0.017491836,0.012926543,-0.042191762,0.005461675,-0.034528565,0.030240828,0.0011634994,-0.026305625,0.04330603,0.0054600374,0.009979875,-0.004285003,0.017243668,-0.016361373,0.01276066,-0.036947254,-0.008327956,0.07550863,0.038508918,0.09127771,49
